id	name	surname	birth_date	nationality	birthplace	sex	school	description	picture	biography
LUCIA_SINAPI_THOMAS	Sinapi-Thomas	Lucia		France		F	ESSEC	Depuis fin mars 2013  Lucia Sinapi-Thomas est Directeur Financier Adjoint de Capgemini un leader mondial du conseil en management et des services informatiques. Elle est membre du Conseil d’Administration de Cap Gemini depuis mai 2012.	http://www.capgemini.com/sites/default/files/en/2014/05/sinapi_lucia24-st.jpg	
PHIL_LASKAWY	Laskawy	Phil		USA		M			http://www.capgemini.com/sites/default/files/en/2014/05/laskawy_phil26-st.jpg	
CAROLINE_WATTEEUW_CARLISLE	Watteeuw-Carlisle	Caroline		Belgique		F	University of Gent - University of Pennsylvania		http://www.capgemini.com/sites/default/files/en/2014/06/caroline_watteuw_tilbury-8841_2014-st2.jpg	
XAVIER_MUSCA	Musca	Xavier	23/02/1960	France	Bastia	M	Sciences Po Paris - ENA	Xavier Musca  né le 23 février 1960 à Bastia (Haute-Corse)  est un haut fonctionnaire français. Il a occupé les fonctions de secrétaire général de la présidence de la République française du 27 février 2011 au 15 mai 2012.	http://www.capgemini.com/sites/default/files/en/2014/06/photo_x_musca-st2.jpg	http://fr.wikipedia.org/wiki/Xavier_Musca
GEORGES_PLASSAT	Plassat	Georges								
THOMAS_BARRACK	Barrack	Thomas								
THIERRY_BRETON	Breton	Thierry								
RENE_BRILLET	Brillet	René								
CHARLES_EDELSTENNE	Edelstenne	Charles								
DIANE_LABRUYERE_CUILLERET	Labruyère-Cuilleret	Diane								
MATHILDE_LEMOINE	Lemoine	Mathilde								
BERTRAND_DE_MONTESQUIOU	de Montesquiou	Bertrand								
ANNE_CLAIRE_TAITINGER	Taitinger	Anne-Claire								
JEAN_MARIE_SANDER	Sander	Jean-Marie								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Sander-Jean-Marie
DOMINIQUE_LEFEBVRE	Lefebvre	Dominique								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Lefebvre-Dominique
PHILIPPE_BRASSAC	Brassac	Philippe								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Brassac-Philippe
PASCALE_BERGER	Berger	Pascale								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Berger-Pascale
CAROLINE_CATOIRE	Catoire	Caroline								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Catoire-Caroline
PASCAL_CELERIER	Célérier	Pascal								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Celerier-Pascal
JEAN_LOUIS_DELORME	Delorme	Jean-Louis								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Delorme-Jean-Louis
DANIEL_EPRON	Epron	Daniel								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Epron-Daniel
VERONIQUE_FLACHAIRE	Flachaire	Véronique								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Flachaire-Veronique
JEAN_PIERRE_GAILLARD	Gaillard	Jean-Pierre								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Gaillard-Jean-Pierre
FRANCOISE_GRI	Gri	Françoise								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Gri-Francoise
MONICA_MONDARDINI	Mondardini	Monica								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Mondardini-Monica
GERARD_OUVRIER_BUFFET	Ouvrier-Buffet	Gérard								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Ouvrier-Buffet-Gerard
MARC_POUZET	Pouzet	Marc								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Pouzet-Marc
JEAN_LOUIS_ROVEYAZ	Roveyaz	Jean-Louis								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Roveyaz-Jean-Louis
CHIRSTIAN_STREIFF	Streiff	Chirstian								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Streiff-Christian
FRANCOIS_VEVERKA	Véverka	François								http://www.credit-agricole.com/en/Investor-and-shareholder/Corporate-governance/Board-of-Directors/Board-Members/Veverka-Francois
EMMANUEL_FABER	Faber	Emmanuel								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=107746
BRUNO_BONNELL	Bonnell	Bruno								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=107745
RICHARD_GOBLET_D_ALVIELLA	Goblet d'Alviella	Richard								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=107748
JACQUES_ANTOINE_GRANJON	Granjon	Jacques-Antoine								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=221433
MARIE_ANNE_JOURDAIN	Jourdain	Marie-Anne								
JEAN_LAURENT	Laurent	Jean								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=164754
OLIVIER_GAELLE	Gaëlle	Olivier								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=236568
ISABELLE_SEILLIER	Seillier	Isabelle								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=221400
MOUNA_SEPEHRI	Sepehri	Mouna								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=221434
VIRGINIA_STALLINGS	Stallings	Virginia								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=221435
BETTINA_THEISSIG	Theissig	Bettina								
LIONEL_ZINSOU_DERLIN	Zinsou-Derlin	Lionel								http://finance.danone.com/phoenix.zhtml?c=95168&p=irol-govBoardBio&ID=236567
HENRI_PROGLIO	Proglio	Henri								
PHILIPPE_CROUZET	Crouzet	Philippe								
BRUNO_LECHEVIN	Lechevin	Bruno								
MARIE_CHRISTINE_LEPETIT	Lepetit	Marie-Christine								
CHRISTIAN_MASSET	Masset	Christian								
DENIS_MORIN	Morin	Denis								
REGIS_TURRINI	Turrini	Régis								
HUBERT_SAGNIÈRES	Sagnières	Hubert								
BENOÎT_BAZIN	Bazin	Benoît								
ANTOINE_BERNARD_DE_SAINT_AFRIQUE	de Saint-Afrique	Antoine Bernard								
MAUREEN_CAVANAGH	Cavanagh	Maureen								
YVES_CHEVILLOTE	Chevillote	Yves								
LOUISE_FRÉCHETTE	Fréchette	Louise								
YI_HE	He	Yi								
MAURICE_MARCHAND_TONEL	Marchand-Tonel	Maurice								
AÏCHA_MOKDAHI	Mokdahi	Aïcha								
OLIVIER_PÉCOUX	Pécoux	Olivier								
MICHEL_ROSE	Rose	Michel								
ANN_KRISTIN_ACHLEITNER	Achleitner	Ann-Kristin								
EDMOND_ALPHANDERY	Alphandéry	Edmond								
JEAN_LOUIS_BEFFA	Beffa	Jean-Louis								
ALDO_CARDOSO	Cardoso	Aldo								
FRANCOISE_MALRIEU	Malrieu	Françoise								
SIMON_OF_HIGHBURY	of Highbury	Simon								
BRUNO_BEZARD	Bézard	Bruno								
PIERRE_MONGIN	Mongin	Pierre								
STEPHANE_PALLEZ	Pallez	Stéphane								
FLORENCE_TORDJMAN	Tordjman	Florence								
LAURENT_MICHEL	Michel	Laurent								
ALEX_MANDL	Mandl	Alex								
HOAIRA_AKBARI	Akbari	Hoaira								
ALEXANDER_BUFORD	Buford	Alexander								
JOHANNES_FRITZ	Fritz	Johannes								
JOHN_ORMEROD	Ormerod	John								
MICHEL_SOUBLIN	Soublin	Michel								
ARTHUR_VAN_DER_POEL	van der Poel	Arthur								
YEN_YEN_TAN	Tan	Yen Yen								
DRINA_YUE	Yue	Drina								
JEAN_FRANCOIS_PALUS	Palus	Jean-François								
LUCA_CORDERO_DI_MONTEZEMOLO	di Montezemolo	Luca Cordero								
JEAN_PIERRE_DENIS	Denis	Jean-Pierre								
DANIELA_RICCARDI	Riccardi	Daniela								
JOCHEN_ZEITZ	Zeitz	Jochen								
JEAN_PIERRE_MEYERS	Meyers	Jean-Pierre								
PETER_BRABECK_LETMATHE	Brabeck-Letmathe	Peter								
ANA_SOFIA_AMARAL	Amaral	Ana Sofia								
FRANÇOISE_BETTENTCOURT_MEYERS	Bettentcourt Meyers	Françoise								
BELEN_GARIJO	Garijo	Bélen								
BERNARD_KASRIEL	Kasriel	Bernard								
CHRISTINE_KUEHNE	Kuehne	Christine								
GEORGES_LIAROKAPIS	Liarokapis	Georges								
JEAN_VICTOR_MEYES	Meyes	Jean-Victor								
ANNETTE_ROUX	Roux	Annette								
JUAN_GALLARDO	Gallardo	Juan								
OSCAR_FANJUL	Fanjul	Oscar								
PHILIPPE_CHARRIER	Charrier	Philippe								
PHILIPPE_DAUMAN	Dauman	Philippe								
NASSET_SAWIRIS	Sawiris	Nasset								
VERONIQUE_WEILL	Weill	Véronique								
CHRISTINE_RAMON	Ramon	Christine								
MINA_GEROWIN	Gerowin	Mina								
CHRISTEL_BORIES	Bories	Christel								
ANGELES_GARCIA_POVEDA	Garcia-Poveda	Angeles								
FRANCOIS_GRAPPOTTE	Grappotte	François								
THIERRY_DE_LA_TOUR_D_ARTAISE	de la Tour d'Artaise	Thierry								
DONGSHENG_LI	Li	Dongsheng								
ANNALISA_LOUSTAU_ELIA	Loustau Elia	Annalisa								
ELIANE_ROUYER_CHEVALIER	Rouyer-Chevalier	Eliane								
ANTONIO_BELLONI	Belloni	Antonio								
DELPHINE_ARNAULT	Arnault	Delphine								
BERNADETTE_CHIRAC	Chirac	Bernadette								
NICHOLAS_CLIVE_WORMS	Clive-Worms	Nicholas								
DIEGO_DELLA_VALLE	Della Valle	Diego								
MARIE_JOSEE_KRAVIS	Kravis	Marie-Josée								
CHARLES_POWELL	Powell	Charles								
MARIE_LAURE_SAUTY_DE_CHALON	Sauty de Chalon	Marie-Laure								
FRANCESCO_TRAPANI	Trapani	Francesco								
HUBERT_VEDRINE	Védrine	Hubert								
PIERRE_GODE	Godé	Pierre								
PAT_COX	Cox	Pat								
BARBARA_DALIBARD	Dalibard	Barbara								
JEAN_PIERRE_DUPRIEU	Duprieu	Jean-Pierre								
CYRILLE_POUGHON	Poughon	Cyrille								
ANNE_SOPHIE_DE_LA_BIGNE	de la Bigne	Anne-Sophie								
STEPHANE_RICHARD	Richard	Stéphane								
BERNARD_DUFAU	Dufau	Bernard								
ANTOINE_SAINTOYANT	Saintoyant	Antoine								
HENRI_SERRES	Serres	Henri								
YVES_GILET	Gilet	Yves								
JEAN_LUC_BURGAIN	Burgain	Jean-Luc								
CLAUDIE_HAIGNERE	Haigneré	Claudie								
HELLE_KRISTOFFERSEN	Kristoffersen	Helle								
DANIELE_RICARD	Ricard	Danièle								
ALEXANDRE_RICARD	Ricard	Alexandre								
FRANCOIS_GERARD	Gérard	François								
CESAR_GIRON	Giron	César								
MARTINA_GONZALEZ_GALLARZA	Gonzalez-Gallarza	Martina								
PAUL_CHARLES_RICARD	Ricard	Paul-Charles								
NICOLE_BOUTON	Bouton	Nicole								
LAURENT_BURELLE	Burelle	Laurent								
WOLFGANG_COLBERG	Colberg	Wolfgang								
MICHEL_CHAMBAUD	Chambaud	Michel								
ANDERS_NARVINGER	Narvinger	Anders								
SUSAN_MURRAY	Murray	Susan								
ELISABETH_BADINTER	Badinter	Elisabeth								
GERARD_WORMS	Worms	Gérard								
JEAN_CHAREST	Charest	Jean								
MICHEL_CICUREL	Cicurel	Michel								
SOPHIE_DULAC	Dulac	Sophie								
CLAUDINE_BIENAIME	Bienaimé	Claudine								
SIMON_BADINTER	Badinter	Simon								
MARIE_CLAUDE_MAYER	Mayer	Marie-Claude								
HENRI_CALIXTE_SUAUDEAU	Suaudeau	Henri-Calixte								
CARLOS_GHOSN	Ghosn	Carlos								
ALAIN_BELDA	Belda	Alain								
PASCAL_FAURE	Faure	Pascal								
YURIKO_KOIKE	Koike	Yuriko								
RICHARD_GENTIL	Gentil	Richard								
JEAN_PIERRE_GARNIER	Garnier	Jean-Pierre								
DOMINIQUE_DE_LA_GARANDERIE	de la Garanderie	Dominique								
BENOIT_OSTERTAG	Ostertag	Benoît								
ERIC_PERSONNE	Personne	Eric								
MARIETTE_RIH	Rih	Mariette								
HIROTO_SAIKAWA	Saikawa	Hiroto								
PATRICK_THOMAS	Thomas	Patrick								
BERNARD_GAUTIER	Gautier	Bernard								
PAMELA_KNAPP	Knapp	Pamela								
DANIÈLE_LEMARCHAND	Lemarchand	Danièle								
FREDERIC_LEMOINE	Lemoine	Frédéric								
JACQUES_PESTRE	Pestre	Jacques								
OLIVIA_QIU	Qiu	Olivia								
PHILIPPE_VARIN	Varin	Philippe								
LAURENT_ATTAL	Attal	Laurent								
UWE_BICKER	Bicker	Uwe								
IGOR_LANDAU	Landau	Igor								
FABIENNE_LECORVAISIER	Lecorvaisier	Fabienne								
CHRISTIAN_MULLIEZ	Mulliez	Christian								
CAROLE_PIWNICA	Piwnica	Carole								
KLAUS_POHLE	Pohle	Klaus								
GERARD_VAN_KEMMEL	Van Kemmel	Gérard								
JEAN_PASCAL_TRICOIRE	Tricoire	Jean-Pascal								
LEON_APOTHECKER	Apothecker	Léon								
LONE_FONSS_SCHRODER	Fønss Schrøder	Lone								
BETSY_ATKINS	Atkins	Betsy								
NOEL_FORGEARD	Forgeard	Noël								
ANTOINE_GOSSET_GRAINVILLE	Gosset Grainville	Antoine								
MAGALI_HERBAUT	Herbaut	Magali								
JEONG_KIM	Kim	Jeong								
WILLY_KISSLING	Kissling	Willy								
LINDA_KNOLL	Knoll	Linda								
CATHY_KOPP	Kopp	Cathy								
GORDON_RICHARD_THOMAN	Richard Thoman	Gordon								
FREDERIC_OUDEA	Oudéa	Frédéric								
ANTHONY_WYAND	Wyand	Anthony								
LORENZO_BINI_SMAGHI	Bini Smaghi	Lorenzo								
KYRA_HAZOU	Hazou	Kyra								
ANA_MARIA_LLOPIS_RIVAS	Llopis Rivas	Ana Maria								
FRANCE_HOUSSAYE	Houssaye	France								
BEATRICE_LEPAGNOL	Lepagnol	Béatrice								
NICOLAS_BOEL	Boël	Nicolas								
BERNARD_DE_LAGUICHE	de Laguiche	Bernard								
JEAN_MARIE_SOLVAY	Solvay	Jean-Marie								
GUY_DE_SELLIERS_DE_MORANVILLE	de Selliers de Moranville	Guy								
DENIS_SOLVAY	Solvay	Denis								
BERNHARD_SCHEUBLE	Scheuble	Bernhard								
CHARLES_CASIMIR_LAMBERT	Casimir-Lambert	Charles								
HERVE_COPPENS_D'EECKENBRUGGE	Coppens d'Eeckenbrugge	Hervé								
EVELYN_DU_MONCEAU	du Monceau	Evelyn								
FRANÇOISE_DE_VIRON	de Viron	Françoise								
ROSEMARY_THORNE	Thorne	Rosemary								
GILLES_MICHEL	Michel	Gilles								
THIERRY_PILENKO	Pilenko	Thierry								
LETICIA_COSTA	Costa	Leticia								
MARIE_ANGE_DEBON	Debon	Marie-Ange								
MAURY_DEVINE	Devine	Maury								
MANISHA_GIROTRA	Girotra	Manisha								
ALEXANDRA_BECH_GJORV	Bech Gjørv	Alexandra								
JOHN_O_LEARY	O'Leary	John								
JOSEPH_RINALDI	Rinaldi	Joseph								
PIERRE_JEAN_SIVIGNON	Sivignon	Pierre-Jean								
PATRICK_ARTUS	Artus	Patrick								
GUNNAR_BROCK	Brock	Gunnar								
CHARLES_KELLER	Keller	Charles								
MARIE_CHRISTINE_COISNE_ROQUETTE	Coisne-Roquette	Marie-Christine								
BERTRAND_COLLOMB	Collomb	Bertrand								
BARBARA_KUX	Kux	Barbara								
ANNE_LAUVERGEON	Lauvergeon	Anne								
ANTOINE_FREROT	Frérot	Antoine								
MARYSE_AULAGNON	Aulagnon	Maryse								
DANIEL_BOUTON	Bouton	Daniel								
PAUL_LOUIS_GIRARDOT	Girardot	Paul-Louis								
OLIVIER_MAREUSE	Mareuse	Olivier								
SERGE_MICHEL	Michel	Serge								
KHALED_MOHAMED_EBRAHIM_AL_SAYED	Al Sayed	Khaled Mohamed Ebrahim								
PAOLO_SCARONI	Scaroni	Paolo								
ASSOUAD_YANNICK	Yannick	Assouad								
ELISABETH_BOYER	Boyer	Elisabeth								
GRAZIELLA_GAVEZOTTI	Gavezotti	Graziella								
JEAN_PIERRE_LAMOURE	Lamoure	Jean-Pierre								
MARIE_CHRISTINE_LOMBARD	Lombard	Marie-Christine								
MICHAEL_PRAGNELL	Pragnell	Michael								
HENRI_SAINT_OLIVE	Saint Olive	Henri								
NASSER_HASSAN_AL_ANSARI	Al Ansari	Nasser Hassan								
UWE_CHLEBOS	Chlebos	Uwe								
MILOUD_HAKIMI	Hakimi	Miloud								
VINCENT_BOLLORE	Bolloré	Vincent								
PIERRE_RODOCANACHI	Rodocanachi	Pierre								
NATHALIE_BRICAULT	Bricault	Nathalie								
PASCAL_CAGNI	Cagni	Pascal								
PHILIPPE_DONNET	Donnet	Philippe								
ALIZA_JABES	Jabès	Aliza								
ALEXANDRE_DE_JUNIAC	de Juniac	Alexandre								
KATIE_JACOBS_STANTON	Jacobs Stanton	Katie								
PIERRE_MARIANI	Mariani	Pierre								
